country,b_g_namespace,year,air_quality_network,air_quality_network_name,timezone,air_quality_station_eo_i_code,air_quality_station_nat_code,air_quality_station_name,sampling_point_id,air_pollutant,longitude,latitude,altitude,altitude_unit,air_quality_station_area,air_quality_station_type,operational_activity_begin,operational_activity_end,sample_id,inlet_height,inlet_height_unit,building_distance,building_distance_unit,kerb_distance,kerb_distance_unit,distance_source,distance_source_unit,main_emission_sources,heating_emissions,heating_emissions_unit,mobile,traffic_emissions,traffic_emissions_unit,industrial_emissions,industrial_emissions_unit,municipality,dispersion_local,dispersion_regional,distance_junction,distance_junction_unit,heavy_duty_fraction,height_facades,street_width,traffic_speed,traffic_volume,process_id,process_activity_begin,process_activity_end,measurement_type,measurement_method,other_measurement_method,measurement_equipment,other_measurement_equipment,sampling_method,other_sampling_method,analytical_technique,other_analytical_technique,equivalence_demonstrated,demonstration_report,detection_limit,detection_limit_unit,documentation,qa_report,duration,duration_unit,cadence,cadence_unit,source_data_url,imported,tfr
France,FR.LCSQA-INERIS.AQ,2022,NET-FR060A,ATMO REUNION,UTC+04,FR38020,FR38020,Plateau Caillou,SPO-FR38020_5029,BaP in PM10,55.27268,-21.00974,165,m,urban,background,11/06/2014 00:00:00,14/12/2014 00:00:00,SAM-FR38020_5029,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,SAINT-PAUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_1670,01/01/2021 00:00:00,NA,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envzbhsrq/FR_2023_D_LCSQA-INERIS_20230320.xml,23/03/2023 13:02:46,1.78
France,FR.LCSQA-INERIS.AQ,2022,NET-FR060A,ATMO REUNION,UTC+04,FR38020,FR38020,Plateau Caillou,SPO-FR38020_5029,BaP in PM10,55.27268,-21.00974,165,m,urban,background,11/06/2014 00:00:00,14/12/2014 00:00:00,SAM-FR38020_5029,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,SAINT-PAUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4871,11/06/2014 00:00:00,14/12/2014 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envzbhsrq/FR_2023_D_LCSQA-INERIS_20230320.xml,23/03/2023 13:02:46,1.78
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34027,FR34027,Pithiviers,SPO-FR34027_5012,Pb in PM10,2.25,48.17861,45,m,urban,background,19/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34027_5012,2,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PITHIVIERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_114,19/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34027,FR34027,Pithiviers,SPO-FR34027_5012,Pb in PM10,2.25,48.17861,45,m,urban,background,19/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34027_5012,2,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PITHIVIERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_144,19/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34027,FR34027,Pithiviers,SPO-FR34027_5014,Cd in PM10,2.25,48.17861,45,m,urban,background,19/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34027_5014,2,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PITHIVIERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_114,19/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34027,FR34027,Pithiviers,SPO-FR34027_5015,Ni in PM10,2.25,48.17861,45,m,urban,background,19/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34027_5015,2,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PITHIVIERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_114,19/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34027,FR34027,Pithiviers,SPO-FR34027_5018,As in PM10,2.25,48.17861,45,m,urban,background,19/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34027_5018,2,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PITHIVIERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_114,20/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34085,FR34085,Villiers au Bouin,SPO-FR34085_5012,Pb in PM10,0.31206,47.57503,37,m,urban,background,22/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34085_5012,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,VILLIERS-AU-BOUIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_114,22/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34085,FR34085,Villiers au Bouin,SPO-FR34085_5012,Pb in PM10,0.31206,47.57503,37,m,urban,background,22/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34085_5012,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,VILLIERS-AU-BOUIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_144,22/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34085,FR34085,Villiers au Bouin,SPO-FR34085_5014,Cd in PM10,0.31206,47.57503,37,m,urban,background,22/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34085_5014,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,VILLIERS-AU-BOUIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_114,22/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34085,FR34085,Villiers au Bouin,SPO-FR34085_5015,Ni in PM10,0.31206,47.57503,37,m,urban,background,22/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34085_5015,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,VILLIERS-AU-BOUIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_114,22/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR061A,LIG'AIR,UTC,FR34085,FR34085,Villiers au Bouin,SPO-FR34085_5018,As in PM10,0.31206,47.57503,37,m,urban,background,22/01/2015 00:00:00,01/01/2016 00:00:00,SAM-FR34085_5018,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,VILLIERS-AU-BOUIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_114,22/01/2015 00:00:00,01/01/2016 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2019,NET-FR061A,LIG'AIR,UTC,FR34106,FR34106,Bazoches_CC,SPO-FR34106_5012,Pb in PM10,2.04403,48.16605,130,m,rural-nearcity,industrial,01/02/2019 00:00:00,NA,SAM-FR34106_5012,2,m,NA,m,NA,NA,0,m,NA,NA,NA,0,NA,NA,0,t/year,BAZOCHES-LES-GALLERANDES,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_3070,01/02/2019 00:00:00,NA,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxm98fq/FR_2020_D_LCSQA-INERIS_20200316.xml,07/04/2020 17:30:45,1.86
France,FR.LCSQA-INERIS.AQ,2019,NET-FR061A,LIG'AIR,UTC,FR34106,FR34106,Bazoches_CC,SPO-FR34106_5014,Cd in PM10,2.04403,48.16605,130,m,rural-nearcity,industrial,01/02/2019 00:00:00,NA,SAM-FR34106_5014,2,m,NA,m,NA,NA,0,m,NA,NA,NA,0,NA,NA,0,t/year,BAZOCHES-LES-GALLERANDES,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_3070,01/02/2019 00:00:00,NA,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxm98fq/FR_2020_D_LCSQA-INERIS_20200316.xml,07/04/2020 17:30:45,1.86
France,FR.LCSQA-INERIS.AQ,2019,NET-FR061A,LIG'AIR,UTC,FR34106,FR34106,Bazoches_CC,SPO-FR34106_5015,Ni in PM10,2.04403,48.16605,130,m,rural-nearcity,industrial,01/02/2019 00:00:00,NA,SAM-FR34106_5015,2,m,NA,m,NA,NA,0,m,NA,NA,NA,0,NA,NA,0,t/year,BAZOCHES-LES-GALLERANDES,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_3070,01/02/2019 00:00:00,NA,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxm98fq/FR_2020_D_LCSQA-INERIS_20200316.xml,07/04/2020 17:30:45,1.86
France,FR.LCSQA-INERIS.AQ,2019,NET-FR061A,LIG'AIR,UTC,FR34106,FR34106,Bazoches_CC,SPO-FR34106_5018,As in PM10,2.04403,48.16605,130,m,rural-nearcity,industrial,01/02/2019 00:00:00,NA,SAM-FR34106_5018,2,m,NA,m,NA,NA,0,m,NA,NA,NA,0,NA,NA,0,t/year,BAZOCHES-LES-GALLERANDES,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_3070,01/02/2019 00:00:00,NA,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxm98fq/FR_2020_D_LCSQA-INERIS_20200316.xml,07/04/2020 17:30:45,1.86
France,FR.LCSQA-INERIS.AQ,2020,NET-FR062A,MADININAIR,UTC-04,FR39018,FR39018,CDST,SPO-FR39018_7,O3,-61.17872,14.75542,44,m,suburban,background,24/11/2015 00:00:00,09/01/2017 00:00:00,SAM-FR39018_7,3,m,NA,m,NA,NA,NA,NA,Transport,NA,NA,0,NA,NA,NA,NA,SAINT-PIERRE,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_21,24/11/2015 00:00:00,09/01/2017 00:00:00,automatic,UV-P,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,4,ug.m-3,"limite de détection pour l O3, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR063A,ATMO GUYANE,UTC-03,FR40004,FR40004,Cayenne Stade nautique,SPO-FR40004_10,CO,-52.31023,4.93221,4,m,urban,background,25/10/2013 00:00:00,27/09/2014 00:00:00,SAM-FR40004_10,3,m,NA,m,NA,NA,NA,NA,Industrial Processes,NA,NA,0,NA,NA,NA,NA,CAYENNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_17,25/10/2013 00:00:00,27/09/2014 00:00:00,automatic,NDIR,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,0.23,mg.m-3,"limite de détection pour le CO, valeur consensuelle fixée à 0.2 µmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2018,NET-FR063A,ATMO GUYANE,UTC-03,FR40004,FR40004,Cayenne Stade nautique,SPO-FR40004_9,NOX as NO2,-52.31023,4.93221,4,m,urban,background,21/06/2012 00:00:00,27/09/2014 00:00:00,SAM-FR40004_9,3,m,NA,m,NA,NA,NA,NA,Industrial Processes,NA,NA,0,NA,NA,NA,NA,CAYENNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_19,21/06/2012 00:00:00,27/09/2014 00:00:00,automatic,chemi,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,"limite de détection pour le NO2 et NOx as NO2, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxwaaeg/FR_2018_D_LCSQA-INERIS_20190828.xml,25/09/2019 15:04:14,1.87
France,FR.LCSQA-INERIS.AQ,2020,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5012,Pb in PM10,0.06222,43.23028,312,m,urban,background,01/01/2012 00:00:00,01/01/2017 00:00:00,SAM-FR12052_5012,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,TARBES,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_63,01/01/2012 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,month,1,month,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5018,As in PM10,0.06222,43.23028,312,m,urban,background,01/01/2012 00:00:00,01/01/2017 00:00:00,SAM-FR12052_5018,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,TARBES,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_34,01/01/2012 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,month,1,month,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR068A,ATMO OCCITANIE,UTC,FR12055,FR12055,ALBI MASSOL,SPO-FR12055_6001,PM2.5,2.14685,43.92213,173,m,urban,traffic,12/12/2013 00:00:00,18/12/2015 00:00:00,SAM-FR12055_6001,3,m,NA,m,4,m,NA,NA,Industrial Processes,NA,NA,0,NA,NA,NA,NA,ALBI,detached,plane,80,NA,-999,NA,NA,-999,8900,SPP-FR_4,12/12/2013 00:00:00,18/12/2015 00:00:00,automatic,TEOM-FDMS,NA,undetermined,NA,NA,NA,NA,NA,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3,ug.m-3,"limite de détection pour le PM10 et le PM2.5, valeur consensuelle",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2021,NET-FR069A,ATMO NORMANDIE,UTC,FR21016,FR21016,Caen Vaucelles,SPO-FR21016_9,NOX as NO2,-0.35361,49.17528,8,m,urban,traffic,25/01/2021 00:00:00,NA,SAM-FR21016_9,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,CAEN,detached,plane,30,NA,-999,NA,NA,-999,70796,SPP-FR_18,25/01/2021 00:00:00,NA,automatic,chemi,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,"limite de détection pour le NO2 et NOx as NO2, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envyayta/FR_2022_D_LCSQA-INERIS_20211201.xml,08/12/2021 13:01:29,1.83
France,FR.LCSQA-INERIS.AQ,2021,NET-FR069A,ATMO NORMANDIE,UTC,FR21060,FR21060,Moult proximité,SPO-FR21060_9,NOX as NO2,-0.16967,49.11719,28,m,urban,traffic,24/03/2021 00:00:00,NA,SAM-FR21060_9,3,m,NA,m,1,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,MOULT-CHICHEBOVILLE,open,plane,300,NA,16,NA,NA,-999,11300,SPP-FR_18,24/03/2021 00:00:00,NA,automatic,chemi,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,"limite de détection pour le NO2 et NOx as NO2, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envyayta/FR_2022_D_LCSQA-INERIS_20211201.xml,08/12/2021 13:01:29,1.83
France,FR.LCSQA-INERIS.AQ,2022,NET-FR069A,ATMO NORMANDIE,UTC,FR25054,FR25054,Petit-Quevilly Sud 3,SPO-FR25054_6001,PM2.5,1.06705,49.43416,9,m,urban,traffic,20/06/2022 00:00:00,NA,SAM-FR25054_6001,3,m,NA,m,2,m,NA,NA,Transport,NA,NA,1,NA,NA,NA,NA,LE PETIT-QUEVILLY,open,plane,320,NA,-999,NA,NA,-999,65001,SPP-FR_1371,20/06/2022 00:00:01,NA,automatic,TEOM-FDMS,NA,TEOM1400FDMS-8500B-CB,NA,NA,NA,NA,NA,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3,ug.m-3,"limite de détection pour le PM10 et le PM2.5, valeur consensuelle",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envzbhsrq/FR_2023_D_LCSQA-INERIS_20230320.xml,23/03/2023 13:02:46,1.78
France,FR.LCSQA-INERIS.AQ,2018,NET-FR070A,ATMO SUD,UTC,FR24003,FR24003,NICE PELLOS,SPO-FR24003_9,NOX as NO2,7.2651,43.71009,23,m,urban,traffic,01/01/2004 00:00:00,21/02/2014 00:00:00,SAM-FR24003_9,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NICE,NA,NA,-999,NA,-999,NA,NA,-999,-999,SPP-FR_19,01/01/2004 00:00:00,21/02/2014 00:00:00,automatic,chemi,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,"limite de détection pour le NO2 et NOx as NO2, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxwaaeg/FR_2018_D_LCSQA-INERIS_20190828.xml,25/09/2019 15:04:14,1.87
France,FR.LCSQA-INERIS.AQ,2018,NET-FR070A,ATMO SUD,UTC,FR24015,FR24015,GRASSE CLAVECIN,SPO-FR24015_9,NOX as NO2,6.92088,43.65777,345,m,suburban,background,21/06/2000 00:00:00,22/01/2014 00:00:00,SAM-FR24015_9,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GRASSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_19,21/06/2000 00:00:00,22/01/2014 00:00:00,automatic,chemi,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,"limite de détection pour le NO2 et NOx as NO2, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxwaaeg/FR_2018_D_LCSQA-INERIS_20190828.xml,25/09/2019 15:04:14,1.87
France,FR.LCSQA-INERIS.AQ,2020,NET-FR070A,ATMO SUD,UTC,FR24035,FR24035,NICE PROMENADE,SPO-FR24035_21,C6H5-CH3,7.24207,43.68929,4,m,urban,traffic,03/01/2011 00:00:00,04/01/2017 00:00:00,SAM-FR24035_21,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NICE,NA,NA,110,NA,-999,NA,NA,-999,65900,SPP-FR_4918,03/01/2011 00:00:00,04/01/2017 00:00:00,passive,NA,NA,NA,NA,passiveadsorbent,NA,GC-FID,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR070A,ATMO SUD,UTC,FR24035,FR24035,NICE PROMENADE,SPO-FR24035_431,C6H5-C2H5,7.24207,43.68929,4,m,urban,traffic,03/01/2011 00:00:00,04/01/2017 00:00:00,SAM-FR24035_431,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NICE,NA,NA,110,NA,-999,NA,NA,-999,65900,SPP-FR_4918,03/01/2011 00:00:00,04/01/2017 00:00:00,passive,NA,NA,NA,NA,passiveadsorbent,NA,GC-FID,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
