country,year,air_pollutant,n_obs
Germany,2024,Benzo(a)anthracene in PM2.5,1
Germany,2024,Benzo(b)fluoranthene,6
Germany,2024,Benzo(b)fluoranthene in PM10,66
Germany,2024,Benzo(b)fluoranthene in PM2.5,1
Germany,2024,"Benzo(b,j)fluorantheneinPM10",5
Germany,2024,"Benzo(b,j,k)fluoranthene",5
Germany,2024,"Benzo(b,j,k)fluorantheneInPM1",21
Germany,2024,Benzo(j)fluoranthene,6
Germany,2024,Benzo(j)fluoranthene in PM10,54
Germany,2024,Benzo(j)fluoranthene in PM2.5,1
Germany,2024,Benzo(k)fluoranthene,8
Germany,2024,Benzo(k)fluoranthene in PM10,86
Germany,2024,Benzo(k)fluoranthene in PM2.5,1
Germany,2024,Butenes,5
Germany,2024,C2H6,5
Germany,2024,C6H14,5
Germany,2024,C6H5-C2H5,48
Germany,2024,C6H5-CH3,160
Germany,2024,C6H6,267
Germany,2024,C7H16,5
Germany,2024,CH2=CH-C(CH3)=CH2,5
Germany,2024,CH2=CH-CH3,5
Germany,2024,CH2=CH-CH=CH2,5
Germany,2024,CH4,20
Germany,2024,CO,162
Germany,2024,CO2,12
Germany,2024,Ca2+ in PM10,12
Germany,2024,Ca2+ in PM2.5,33
Germany,2024,Cd,142
Germany,2024,Cd in PM10,307
Germany,2024,Cd in PM2.5,6
Germany,2024,Cl- in PM10,12
Germany,2024,Cl- in PM2.5,33
Germany,2024,Co in PM10,30
Germany,2024,Cu in PM10,29
Germany,2024,Dibenzo(ah)anthracene,13
Germany,2024,Dibenzo(ah)anthracene in PM10,84
Germany,2024,Dibenzo(ah)anthracene in PM2.5,1
Germany,2024,EC in PM2.5,5
Germany,2024,Fe in PM10,5
Germany,2024,H2C=CH-CH2-CH3,5
Germany,2024,H2C=CH2,5
Germany,2024,H2S,4
Germany,2024,H3C-(CH2)3-CH3,5
Germany,2024,H3C-CH(CH3)2,5
Germany,2024,H3C-CH2-CH(CH3)2,5
Germany,2024,H3C-CH2-CH2-CH3,5
Germany,2024,H3C-CH2-CH3,5
Germany,2024,HC=CH,5
Germany,2024,Hg,10
Germany,2024,Hg in PM2.5,1
Germany,2024,Hg-reactive,1
Germany,2024,Hg0 + Hg-reactive,8
Germany,2024,"Indeno-(1,2,3-cd)pyrene",13
Germany,2024,"Indeno-(1,2,3-cd)pyrene in PM",89
Germany,2024,"Indeno-(1,2,3-cd)pyrene in PM2",1
Germany,2024,K+ in PM10,12
Germany,2024,K+ in PM2.5,33
Germany,2024,Mg2+ in PM10,12
Germany,2024,Mg2+ in PM2.5,33
Germany,2024,Mn in PM10,29
Germany,2024,N2O,2
Germany,2024,NH3,21
Germany,2024,NH4+ in PM10,12
Germany,2024,NH4+ in PM2.5,33
Germany,2024,NO,635
Germany,2024,NO2,1091
Germany,2024,NO3- in PM10,12
Germany,2024,NO3- in PM2.5,33
Germany,2024,NOX as NO2,506
Germany,2024,Na+  in PM10,12
Germany,2024,Na+  in PM2.5,33
Germany,2024,Ni,139
Germany,2024,Ni in PM10,308
Germany,2024,Ni in PM2.5,6
Germany,2024,O3,403
Germany,2024,OC in PM2.5,5
Germany,2024,PM1,1
Germany,2024,PM10,1231
Germany,2024,PM2.5,585
Germany,2024,Pb,142
Germany,2024,Pb in PM10,308
Germany,2024,Pb in PM2.5,6
Germany,2024,Pentenes,5
Germany,2024,SO2,217
Germany,2024,SO42-  in PM10,12
Germany,2024,SO42- in PM2.5,33
Germany,2024,SPM,3
Germany,2024,THC (NM),21
Germany,2024,V in PM10,29
Germany,2024,cis-H3C-CH=CH-CH3,5
Germany,2024,cis-H3C-HC=CH-CH2-CH3,5
Germany,2024,"m,p-C6H4(CH3)2",91
Germany,2024,o-C6H4-(CH3)2,91
Germany,2024,trans-H3C-CH=CH-CH3,5
Germany,2024,trans-H3C-HC=CH-CH2-CH3,5
Greece,2023,Hg in PM10,1
Greece,2024,As,9
Greece,2024,As in PM10,7
Greece,2024,BS,13
Greece,2024,BaP in PM10,8
Greece,2024,Benzo(e)pyrene,8
Greece,2024,C6H5-C2H5,1
Greece,2024,C6H5-CH3,2
Greece,2024,C6H6,19
Greece,2024,CO,51
Greece,2024,Cd,9
Greece,2024,Cd in PM10,8
Greece,2024,NO,81
Greece,2024,NO2,82
Greece,2024,NOX as NO2,36
Greece,2024,Ni,9
Greece,2024,Ni in PM10,7
Greece,2024,O3,79
Greece,2024,PM10,73
Greece,2024,PM2.5,32
Greece,2024,Pb,10
Greece,2024,Pb in PM10,7
Greece,2024,SO2,70
Greece,2024,SPM,5
Greece,2024,"m,p-C6H4(CH3)2",1
Greece,2024,o-C6H4-(CH3)2,1
Hungary,2024,As,2
Hungary,2024,As in PM10,20
Hungary,2024,BaP,1
Hungary,2024,BaP in PM10,22
Hungary,2024,Benzo(a)anthracene,1
Hungary,2024,Benzo(a)anthracene in PM10,3
Hungary,2024,"Benzo(b,j,k)fluoranthene",1
Hungary,2024,"Benzo(b,j,k)fluorantheneInPM1",3
Hungary,2024,C2H6,2
Hungary,2024,C6H5-C2H5,26
Hungary,2024,C6H5-CH3,27
Hungary,2024,C6H6,26
Hungary,2024,CH2=CH-CH3,2
Hungary,2024,CO,78
Hungary,2024,Ca2+ in PM2.5,1
Hungary,2024,Cd,2
Hungary,2024,Cd in PM10,19
Hungary,2024,Cl- in PM2.5,1
Hungary,2024,Dibenzo(ah)anthracene,1
Hungary,2024,Dibenzo(ah)anthracene in PM10,3
Hungary,2024,EC in PM2.5,1
Hungary,2024,H2C=CH-CH2-CH3,2
Hungary,2024,H2C=CH2,2
Hungary,2024,H3C-(CH2)3-CH3,2
Hungary,2024,H3C-CH(CH3)2,2
Hungary,2024,H3C-CH2-CH(CH3)2,2
Hungary,2024,H3C-CH2-CH2-CH3,2
Hungary,2024,H3C-CH2-CH3,2
Hungary,2024,Hg,2
Hungary,2024,Hg0 + Hg-reactive,1
Hungary,2024,"Indeno-(1,2,3-cd)pyrene",1
Hungary,2024,"Indeno-(1,2,3-cd)pyrene in PM",3
Hungary,2024,K+ in PM2.5,1
Hungary,2024,Mg2+ in PM2.5,1
Hungary,2024,N-DEP,1
Hungary,2024,NH4+ in PM2.5,1
Hungary,2024,NO,9
Hungary,2024,NO2,72
Hungary,2024,NO3- in PM2.5,1
Hungary,2024,NOX as NO2,56
Hungary,2024,Na+  in PM2.5,1
Hungary,2024,Ni,2
Hungary,2024,Ni in PM10,17
Hungary,2024,O3,50
Hungary,2024,OC in PM2.5,1
Hungary,2024,PM10,68
Hungary,2024,PM2.5,24
Hungary,2024,Pb,2
Hungary,2024,Pb in PM10,17
Hungary,2024,S-DEP,1
Hungary,2024,SO2,66
Hungary,2024,SO42- in PM2.5,1
Hungary,2024,SPM,8
Hungary,2024,"m,p-C6H4(CH3)2",23
Hungary,2024,o-C6H4-(CH3)2,23
Hungary,2024,pH,1
Iceland,2024,As in PM10,2
Iceland,2024,BaP,2
Iceland,2024,C6H5-CH3,1
Iceland,2024,C6H6,1
Iceland,2024,CH4,2
Iceland,2024,CO,4
Iceland,2024,Cd in PM10,2
Iceland,2024,Cr in PM10,2
Iceland,2024,Cu in PM10,2
Iceland,2024,H2S,42
Iceland,2024,Hg in PM10,2
Iceland,2024,NO,32
Iceland,2024,NO2,31
Iceland,2024,NOX as NO2,30
Iceland,2024,Ni in PM10,2
Iceland,2024,O3,7
Iceland,2024,PAH,6
Iceland,2024,PM1,10
Iceland,2024,PM10,58
Iceland,2024,PM2.5,35
Iceland,2024,Pb in PM10,2
Iceland,2024,SO2,66
Iceland,2024,SO4 (H2SO4 aerosols) (SO4--),2
Iceland,2024,THC (NM),2
Iceland,2024,Zn in PM10,2
Iceland,2024,"m,p-C6H4(CH3)2",1
Iceland,2024,pH,1
Ireland,2020,NO2,1
Ireland,2020,NOX as NO2,1
Ireland,2024,Acenaphthene,6
Ireland,2024,Acenaphtylene,6
Ireland,2024,Anthracene,6
Ireland,2024,As,3
Ireland,2024,As in PM10,7
Ireland,2024,BaP,2
Ireland,2024,BaP in PM10,7
Ireland,2024,Benzo(a)anthracene,2
Ireland,2024,Benzo(a)anthracene in PM10,6
Ireland,2024,Benzo(b)fluoranthene,2
Ireland,2024,Benzo(b)fluoranthene in PM10,6
Ireland,2024,"Benzo(b,j,k)fluorantheneInPM1",5
Ireland,2024,Benzo(ghi)perylene,6
Ireland,2024,Benzo(j)fluoranthene in PM10,6
Ireland,2024,Benzo(k)fluoranthene,2
Ireland,2024,Benzo(k)fluoranthene in PM10,6
Ireland,2024,C6H5-C2H5,3
Ireland,2024,C6H5-CH3,4
Ireland,2024,C6H6,4
Ireland,2024,CO,8
Ireland,2024,Ca2+ in PM2.5,1
Ireland,2024,Cd,3
Ireland,2024,Cd in PM10,7
Ireland,2024,Chrysene,6
Ireland,2024,Cl- in PM2.5,1
Ireland,2024,Dibenzo(ah)anthracene,2
Ireland,2024,Dibenzo(ah)anthracene in PM10,6
Ireland,2024,EC in PM2.5,1
Ireland,2024,Fluoranthene,6
Ireland,2024,Fluorene,6
Ireland,2024,Hg,3
Ireland,2024,Hg0 + Hg-reactive,1
Ireland,2024,"Indeno-(1,2,3-cd)pyrene",2
Ireland,2024,"Indeno-(1,2,3-cd)pyrene in PM",6
Ireland,2024,K+ in PM2.5,1
Ireland,2024,Mg2+ in PM2.5,1
Ireland,2024,NH4+ in PM2.5,1
Ireland,2024,NO2,39
Ireland,2024,NO3- in PM2.5,1
Ireland,2024,NOX as NO2,39
Ireland,2024,Na+  in PM2.5,1
Ireland,2024,Naphtalene,6
Ireland,2024,Ni,3
Ireland,2024,Ni in PM10,7
Ireland,2024,O3,23
Ireland,2024,OC in PM2.5,1
Ireland,2024,PM10,73
Ireland,2024,PM2.5,68
Ireland,2024,Pb,3
Ireland,2024,Pb in PM10,7
Ireland,2024,Phenanthrene,6
Ireland,2024,Pyrene,6
Ireland,2024,SO2,18
Ireland,2024,SO42- in PM2.5,1
Ireland,2024,"m,p-C6H4(CH3)2",3
Ireland,2024,o-C6H4-(CH3)2,3
Italy,2019,PM10,1
Italy,2019,PM2.5,1
Italy,2024,"1,3,5-C6H3(CH3)3",1
Italy,2024,As in PM10,228
Italy,2024,BaP in PM10,259
Italy,2024,Benzo(a)anthracene in PM10,13
Italy,2024,Benzo(b)fluoranthene in PM10,13
Italy,2024,Benzo(j)fluoranthene in PM10,13
Italy,2024,Benzo(k)fluoranthene in PM10,13
Italy,2024,Black Carbon,2
Italy,2024,C6H14,1
Italy,2024,C6H4-(CH3)2,16
Italy,2024,C6H5-C2H5,75
Italy,2024,C6H5-CH3,148
Italy,2024,C6H6,377
Italy,2024,C7H16,1
Italy,2024,C8H18,1
Italy,2024,CH4,14
Italy,2024,CO,368
Italy,2024,Ca2+ in PM10,1
Italy,2024,Ca2+ in PM2.5,1
Italy,2024,Cd in PM10,229
Italy,2024,Cl- in PM10,1
Italy,2024,Cl- in PM2.5,1
Italy,2024,Cr in PM10,2
Italy,2024,Cu in PM10,2
Italy,2024,Dibenzo(ah)anthracene in PM10,13
Italy,2024,Fe in PM10,2
Italy,2024,H2S,20
Italy,2024,Hg in PM10,1
Italy,2024,"Indeno-(1,2,3-cd)pyrene in PM",13
Italy,2024,K+ in PM10,1
Italy,2024,K+ in PM2.5,1
Italy,2024,Mg2+ in PM10,1
Italy,2024,Mg2+ in PM2.5,1
Italy,2024,Mn in PM10,2
Italy,2024,NH3,1
Italy,2024,NH4+ in PM10,1
Italy,2024,NH4+ in PM2.5,1
Italy,2024,NO,572
Italy,2024,NO2,866
Italy,2024,NO3- in PM10,1
Italy,2024,NO3- in PM2.5,1
Italy,2024,NOX as NO2,615
Italy,2024,Na+  in PM10,1
Italy,2024,Na+  in PM2.5,1
Italy,2024,Ni in PM10,222
Italy,2024,O3,492
Italy,2024,PAH,2
Italy,2024,PM1,3
Italy,2024,PM10,999
Italy,2024,PM2.5,536
Italy,2024,Pb,1
Italy,2024,Pb in PM10,221
Italy,2024,SO2,351
Italy,2024,SO42-  in PM10,1
Italy,2024,SO42- in PM2.5,1
Italy,2024,SPM,2
Italy,2024,THC (NM),14
Italy,2024,Zn in PM10,2
Italy,2024,"m,p-C6H4(CH3)2",71
Italy,2024,m-C6H4-(CH3)2,20
Italy,2024,o-C6H4-(CH3)2,98
Italy,2024,p-C6H4(CH3)2,9
Kosovo under UNSCR 1244/99,2017,PM10,1
Kosovo under UNSCR 1244/99,2023,CO,1
Kosovo under UNSCR 1244/99,2023,NO,1
Kosovo under UNSCR 1244/99,2023,NO2,1
Kosovo under UNSCR 1244/99,2023,NOX as NO2,1
Kosovo under UNSCR 1244/99,2023,O3,1
Kosovo under UNSCR 1244/99,2023,PM10,1
Kosovo under UNSCR 1244/99,2023,PM2.5,1
Kosovo under UNSCR 1244/99,2023,SO2,1
Kosovo under UNSCR 1244/99,2024,CO,12
Kosovo under UNSCR 1244/99,2024,NO,12
Kosovo under UNSCR 1244/99,2024,NO2,15
Kosovo under UNSCR 1244/99,2024,NOX as NO2,12
Kosovo under UNSCR 1244/99,2024,O3,13
Kosovo under UNSCR 1244/99,2024,PM10,12
Kosovo under UNSCR 1244/99,2024,PM2.5,12
Kosovo under UNSCR 1244/99,2024,SO2,17
Latvia,2024,As,8
Latvia,2024,As in PM10,11
Latvia,2024,BaP,4
Latvia,2024,BaP in PM10,14
Latvia,2024,Benzo(a)anthracene,1
Latvia,2024,Benzo(a)anthracene in PM10,12
Latvia,2024,Benzo(b)fluoranthene,1
Latvia,2024,Benzo(b)fluoranthene in PM10,12
Latvia,2024,Benzo(j)fluoranthene,1
Latvia,2024,Benzo(j)fluoranthene in PM10,7
Latvia,2024,Benzo(k)fluoranthene,1
Latvia,2024,Benzo(k)fluoranthene in PM10,12
Latvia,2024,C6H5-C2H5,7
Latvia,2024,C6H5-CH3,12
Latvia,2024,C6H6,18
Latvia,2024,CO,5
Latvia,2024,Ca2+ in PM2.5,3
Latvia,2024,Cd,8
Latvia,2024,Cd in PM10,11
Latvia,2024,Cl- in PM2.5,3
Latvia,2024,Dibenzo(ah)anthracene,1
Latvia,2024,Dibenzo(ah)anthracene in PM10,12
Latvia,2024,EC in PM2.5,1
Latvia,2024,Hg,1
Latvia,2024,Hg0,1
Latvia,2024,"Indeno-(1,2,3-cd)pyrene",1
Latvia,2024,"Indeno-(1,2,3-cd)pyrene in PM",12
Latvia,2024,K+ in PM2.5,3
Latvia,2024,Mg2+ in PM2.5,3
Latvia,2024,NH4,2
Latvia,2024,NH4+ in PM2.5,2
Latvia,2024,NO,10
Latvia,2024,NO2,26
Latvia,2024,NO3,2
Latvia,2024,NO3- in PM2.5,3
Latvia,2024,NOX as NO2,9
Latvia,2024,Na+  in PM2.5,3
Latvia,2024,Ni,8
Latvia,2024,Ni in PM10,11
Latvia,2024,O3,25
Latvia,2024,OC in PM2.5,1
Latvia,2024,PM10,20
Latvia,2024,PM2.5,14
Latvia,2024,Pb,9
Latvia,2024,Pb in PM10,11
Latvia,2024,SO2,21
Latvia,2024,SO4 (H2SO4 aerosols) (SO4--),2
Latvia,2024,SO42- in PM2.5,3
Latvia,2024,"m,p-C6H4(CH3)2",7
Latvia,2024,o-C6H4-(CH3)2,7
Lithuania,2024,(CH3)2-CH-CH2-CH2-CH3,1
Lithuania,2024,"1,2,3-C6H3(CH3)3",1
Lithuania,2024,"1,2,4-C6H3(CH3)3",1
Lithuania,2024,"1,3,5-C6H3(CH3)3",1
Lithuania,2024,As,3
Lithuania,2024,As in PM10,6
Lithuania,2024,BaP,3
Lithuania,2024,BaP in PM10,6
Lithuania,2024,Benzo(a)anthracene in PM10,6
Lithuania,2024,Benzo(b)fluoranthene in PM10,6
Lithuania,2024,Benzo(k)fluoranthene in PM10,6
Lithuania,2024,C2H6,3
Lithuania,2024,C6H14,1
Lithuania,2024,C6H5-C2H5,1
Lithuania,2024,C6H5-CH3,2
Lithuania,2024,C6H6,22
Lithuania,2024,C7H16,1
Lithuania,2024,C8H18,1
Lithuania,2024,CH2=CH-C(CH3)=CH2,1
Lithuania,2024,CH2=CH-CH3,2
Lithuania,2024,CH2=CH-CH=CH2,1
Lithuania,2024,CO,23
Lithuania,2024,Ca2+ in PM2.5,1
Lithuania,2024,Cd,3
Lithuania,2024,Cd in PM10,6
Lithuania,2024,Cl- in PM2.5,1
Lithuania,2024,Dibenzo(ah)anthracene in PM10,6
Lithuania,2024,EC in PM2.5,1
Lithuania,2024,H2C=CH-CH2-CH2-CH3,1
Lithuania,2024,H2C=CH-CH2-CH3,3
Lithuania,2024,H2C=CH2,2
Lithuania,2024,H3C-(CH2)3-CH3,1
Lithuania,2024,H3C-CH(CH3)2,5
Lithuania,2024,H3C-CH2-CH(CH3)2,1
Lithuania,2024,H3C-CH2-CH2-CH3,2
Lithuania,2024,H3C-CH2-CH3,2
Lithuania,2024,HC=CH,1
Lithuania,2024,HNO3+NO3,3
Lithuania,2024,Hg,2
Lithuania,2024,Hg0 + Hg-reactive,1
Lithuania,2024,"Indeno-(1,2,3-cd)pyrene in PM",6
Lithuania,2024,K+ in PM2.5,1
Lithuania,2024,Mg2+ in PM2.5,1
Lithuania,2024,NH3+NH4,3
Lithuania,2024,NH4+ in PM2.5,1
Lithuania,2024,NO,3
Lithuania,2024,NO2,42
Lithuania,2024,NO3- in PM2.5,1
Lithuania,2024,NOX as NO2,33
Lithuania,2024,Na+  in PM2.5,1
Lithuania,2024,Ni,3
Lithuania,2024,Ni in PM10,6
Lithuania,2024,O3,39
Lithuania,2024,OC in PM2.5,1
Lithuania,2024,PM10,37
Lithuania,2024,PM2.5,18
Lithuania,2024,Pb,8
Lithuania,2024,Pb in PM10,6
Lithuania,2024,SO2,35
Lithuania,2024,SO2 + SO4--,3
Lithuania,2024,SO42- in PM2.5,1
Lithuania,2024,cis-H3C-CH=CH-CH3,3
Lithuania,2024,"m,p-C6H4(CH3)2",1
Lithuania,2024,o-C6H4-(CH3)2,2
Lithuania,2024,trans-H3C-CH=CH-CH3,2
Luxembourg,2023,C6H6,1
Luxembourg,2023,CO,3
Luxembourg,2024,As in PM10,7
Luxembourg,2024,BS,5
Luxembourg,2024,BaP in PM10,7
Luxembourg,2024,C6H5-CH3,2
Luxembourg,2024,C6H6,3
Luxembourg,2024,CO,8
Luxembourg,2024,Cd in PM10,7
Luxembourg,2024,NO,15
Luxembourg,2024,NO2,265
Luxembourg,2024,NOX as NO2,3
Luxembourg,2024,Ni in PM10,7
Luxembourg,2024,O3,10
Luxembourg,2024,PM10,19
Luxembourg,2024,PM2.5,10
Luxembourg,2024,Pb in PM10,7
Luxembourg,2024,SA,5
Luxembourg,2024,SO2,12
Malta,2021,As,1
Malta,2021,BaP,1
Malta,2021,Benzo(a)anthracene,1
Malta,2021,Benzo(b)fluoranthene,1
Malta,2021,Benzo(j)fluoranthene,1
Malta,2021,Benzo(k)fluoranthene,1
Malta,2021,Cd,1
Malta,2021,Dibenzo(ah)anthracene,1
Malta,2021,Hg,1
Malta,2021,Hg0,1
Malta,2021,"Indeno-(1,2,3-cd)pyrene",1
Malta,2021,Ni,1
Malta,2021,Pb,1
Malta,2024,As,1
Malta,2024,As in PM10,8
Malta,2024,BaP,1
Malta,2024,BaP in PM10,8
Malta,2024,Benzo(a)anthracene,1
Malta,2024,Benzo(a)anthracene in PM10,8
Malta,2024,Benzo(b)fluoranthene,1
Malta,2024,Benzo(b)fluoranthene in PM10,8
Malta,2024,Benzo(j)fluoranthene,1
Malta,2024,Benzo(j)fluoranthene in PM10,8
Malta,2024,Benzo(k)fluoranthene,1
Malta,2024,Benzo(k)fluoranthene in PM10,8
Malta,2024,C6H5-C2H5,11
Malta,2024,C6H5-CH3,11
Malta,2024,C6H6,11
Malta,2024,CO,8
Malta,2024,Ca2+ in PM2.5,2
Malta,2024,Cd,1
Malta,2024,Cd in PM10,8
Malta,2024,Cl- in PM2.5,2
Malta,2024,Dibenzo(ah)anthracene,1
Malta,2024,Dibenzo(ah)anthracene in PM10,8
Malta,2024,Dibenzo(ah)pyrene,4
Malta,2024,EC in PM2.5,2
Malta,2024,Hg,1
Malta,2024,Hg0,1
Malta,2024,"Indeno-(1,2,3-cd)pyrene",1
Malta,2024,"Indeno-(1,2,3-cd)pyrene in PM",8
Malta,2024,K+ in PM2.5,2
Malta,2024,Mg2+ in PM2.5,2
Malta,2024,NH4+ in PM2.5,2
Malta,2024,NO,9
Malta,2024,NO2,9
Malta,2024,NO3- in PM2.5,2
Malta,2024,NOX as NO2,3
Malta,2024,Na+  in PM2.5,2
Malta,2024,Ni,2
Malta,2024,Ni in PM10,8
Malta,2024,O3,12
Malta,2024,OC in PM2.5,2
Malta,2024,PM10,17
Malta,2024,PM2.5,17
Malta,2024,Pb,1
Malta,2024,Pb in PM10,8
Malta,2024,SO2,9
Malta,2024,SO42- in PM2.5,2
Malta,2024,"m,p-C6H4(CH3)2",9
Malta,2024,o-C6H4-(CH3)2,11
Montenegro,2022,CO,1
Montenegro,2022,NO,1
Montenegro,2022,NO2,1
Montenegro,2022,NOX as NO2,1
Montenegro,2022,PM10,3
Montenegro,2024,CO,9
Montenegro,2024,NO,11
Montenegro,2024,NO2,11
Montenegro,2024,NOX as NO2,11
Montenegro,2024,O3,4
Montenegro,2024,PM10,17
Montenegro,2024,PM2.5,10
Montenegro,2024,SO2,7
Netherlands,2019,Benzo(ghi)perylene,6
Netherlands,2019,Ca++,6
Netherlands,2019,Chrysene,6
Netherlands,2019,Cl-,7
Netherlands,2019,Mg++,6
Netherlands,2019,NH4,7
Netherlands,2019,NO,1
Netherlands,2019,NO2,1
Netherlands,2019,NO3,7
Netherlands,2019,NOX as NO2,1
Netherlands,2019,Na+,6
Netherlands,2019,O3,1
Netherlands,2019,PM10,1
Netherlands,2019,PM2.5,1
Netherlands,2019,SO4 (H2SO4 aerosols) (SO4--),7
Netherlands,2019,Zn,6
Netherlands,2022,"1,2,3-C6H3(CH3)3",1
Netherlands,2022,"1,2,4-C6H3(CH3)3",1
Netherlands,2022,"1,3,5-C6H3(CH3)3",1
Netherlands,2022,As,4
Netherlands,2022,BS,13
Netherlands,2022,BaP in PM2.5,2
Netherlands,2022,C2Cl4,9
Netherlands,2022,C2H6,1
Netherlands,2022,C6H14,1
Netherlands,2022,C6H5-C2H5,8
Netherlands,2022,C6H5-CH3,8
Netherlands,2022,C6H6,10
Netherlands,2022,C7H16,1
Netherlands,2022,C8H18,1
Netherlands,2022,CH2=CH-CH3,1
Netherlands,2022,CHCl=CCl2,9
Netherlands,2022,CO,16
Netherlands,2022,Ca++,1
Netherlands,2022,Cd,9
Netherlands,2022,Cl-,1
Netherlands,2022,Co,4
Netherlands,2022,Cr,4
Netherlands,2022,Cu,4
Netherlands,2022,Fe,4
Netherlands,2022,H+,1
Netherlands,2022,H2C=CH-CH2-CH3,1
Netherlands,2022,H2C=CH2,1
Netherlands,2022,H3C-(CH2)3-CH3,1
Netherlands,2022,H3C-CH2-CH2-CH3,1
Netherlands,2022,H3C-CH2-CH3,1
Netherlands,2022,HC=CH,1
Netherlands,2022,K+,1
Netherlands,2022,Mg++,1
Netherlands,2022,N-DEP,4
Netherlands,2022,NH4+,1
Netherlands,2022,NO,29
Netherlands,2022,NO2,30
Netherlands,2022,NO3-,1
Netherlands,2022,NOX as NO2,40
Netherlands,2022,Na+,1
Netherlands,2022,Ni,4
Netherlands,2022,O3,11
Netherlands,2022,PM10,11
Netherlands,2022,PM2.5,23
Netherlands,2022,Pb,8
Netherlands,2022,S-DEP,15
Netherlands,2022,SO2,31
Netherlands,2022,SO4--,1
Netherlands,2022,Vanadium,4
Netherlands,2022,Zn,4
Netherlands,2022,cis-H3C-CH=CH-CH3,1
Netherlands,2022,k,1
Netherlands,2022,"m,p-C6H4(CH3)2",12
Netherlands,2022,o-C6H4-(CH3)2,8
Netherlands,2022,pH,1
Netherlands,2022,trans-H3C-CH=CH-CH3,1
Netherlands,2023,"1,1,1-trichloroethane (air)",1
Netherlands,2023,"1,1,2-trichloroethane (air)",1
Netherlands,2023,"1,2-dichloroethane (air)",1
Netherlands,2023,C6H4Cl2,1
Netherlands,2023,C6H5-CH=CH2,1
Netherlands,2023,C9H12,1
Netherlands,2023,C9H20,1
Netherlands,2023,Chlorobenzene (air),1
Netherlands,2023,EC in PM2.5,1
Netherlands,2023,OC in PM2.5,1
Netherlands,2023,Tetrachloromethane (air),1
Netherlands,2023,m-C6H4-(CH3)2,1
Netherlands,2023,p-C6H4(CH3)2,1
Netherlands,2024,(CH3)2-CH-CH2-CH2-CH3,2
Netherlands,2024,(CH3)3-C-CH2-CH-(CH3)2,2
Netherlands,2024,"1,1,1-trichloroethane (air)",14
Netherlands,2024,"1,1,2-trichloroethane (air)",14
Netherlands,2024,"1,2,3-C6H3(CH3)3",17
Netherlands,2024,"1,2,4-C6H3(CH3)3",17
Netherlands,2024,"1,2-dichloroethane (air)",14
Netherlands,2024,"1,3,5-C6H3(CH3)3",17
Netherlands,2024,Anthracene,1
Netherlands,2024,As,61
Netherlands,2024,As in PM10,6
Netherlands,2024,As in PM2.5,2
Netherlands,2024,BS,46
Netherlands,2024,BaP,1
Netherlands,2024,BaP in PM10,13
Netherlands,2024,Benzo(a)anthracene,1
Netherlands,2024,Benzo(a)anthracene in PM10,8
Netherlands,2024,"Benzo(b,j,k)fluoranthene",1
Netherlands,2024,"Benzo(b,j,k)fluorantheneInPM1",8
Netherlands,2024,Benzo(ghi)perylene,1
Netherlands,2024,Benzo(ghi)perylene in PM10,8
Netherlands,2024,Black Carbon,39
Netherlands,2024,C2H6,2
Netherlands,2024,C6H14,17
Netherlands,2024,C6H4Cl2,14
Netherlands,2024,C6H5-C2H5,24
Netherlands,2024,C6H5-CH3,52
Netherlands,2024,C6H5-CH=CH2,14
Netherlands,2024,C6H6,51
Netherlands,2024,C7H16,17
Netherlands,2024,C8H18,17
Netherlands,2024,C9H12,14
Netherlands,2024,C9H20,14
Netherlands,2024,CH2=CH-C(CH3)=CH2,2
Netherlands,2024,CH2=CH-CH3,2
Netherlands,2024,CH2=CH-CH=CH2,2
Netherlands,2024,CO,131
Netherlands,2024,Ca++,83
Netherlands,2024,Ca2+ in PM10,6
Netherlands,2024,Ca2+ in PM2.5,2
Netherlands,2024,Cd,61
Netherlands,2024,Cd in PM10,6
Netherlands,2024,Cd in PM2.5,2
Netherlands,2024,Chlorobenzene (air),14
Netherlands,2024,Chrysene,1
Netherlands,2024,Chrysene in PM10,8
Netherlands,2024,Cl-,76
Netherlands,2024,Cl- in PM10,7
Netherlands,2024,Cl- in PM2.5,2
Netherlands,2024,Co,53
Netherlands,2024,Cr,59
Netherlands,2024,Cu,59
Netherlands,2024,Dibenzo(ah)anthracene,1
Netherlands,2024,Dibenzo(ah)anthracene in PM10,8
Netherlands,2024,EC in PM2.5,1
Netherlands,2024,Fe,59
Netherlands,2024,Fluoranthene,1
Netherlands,2024,Fluorene,1
Netherlands,2024,H+,63
Netherlands,2024,H2C=CH-CH2-CH2-CH3,2
Netherlands,2024,H2C=CH-CH2-CH3,2
Netherlands,2024,H2C=CH2,2
Netherlands,2024,H3C-(CH2)3-CH3,2
Netherlands,2024,H3C-CH(CH3)2,2
Netherlands,2024,H3C-CH2-CH(CH3)2,2
Netherlands,2024,H3C-CH2-CH2-CH3,2
Netherlands,2024,H3C-CH2-CH3,2
Netherlands,2024,H3C-HC=CH-CH2-CH3,2
Netherlands,2024,HC=CH,2
Netherlands,2024,Hg,1
Netherlands,2024,"Indeno-(1,2,3-cd)pyrene",1
Netherlands,2024,"Indeno-(1,2,3-cd)pyrene in PM",8
Netherlands,2024,K+,75
Netherlands,2024,K+ in PM2.5,2
Netherlands,2024,Mg++,75
Netherlands,2024,Mg2+ in PM10,6
Netherlands,2024,Mg2+ in PM2.5,2
